tribe,language_classification,langauge_primary_name,language__alternate_names,language_dialect_varieties,language_comments,"locations_places_comments
",resource_title,resource_url,resource_url2,resource_url3,resource_institution,resource_publisher,citation,orthography_comment,vitality_public_comment,,,,
Muskogee,Muskogean,Muskogee,Creek; Northern Muskogean; Creek-Seminole; Maskoki Proper; Maskoke; Seminole;,Seminole; Creek,,Oklahoma; Florida,,http://www.unesco.org/culture/en/endangeredlanguages/atlas,,,,UNESCO Publishing,"Moseley, Christopher (ed.). 2010. Atlas of the World’s Languages in Danger, 3rd edn. http://www.unesco.org/culture/en/endangeredlanguages/atlas.  (03 June, 2011.)",,,,,,
Muskogee,Muskogean,Muskogee,Creek; Northern Muskogean; Creek-Seminole; Maskoki Proper; Maskoke; Seminole;,Seminole; Creek,,,,http://www.oralliterature.org,,,,,"""World Oral Literature Project.""  Online: http://www.oralliterature.org.",,,,,,
Muskogee,Muskogean,Muskogee,Creek; Northern Muskogean; Creek-Seminole; Maskoki Proper; Maskoke; Seminole;,Seminole; Creek,"Several schools have attempted to introduce Creek in the first few years of primary education, and it has been taught in one elementary school in Florida since 1979. Courses are offered in Creek at the University of Oklahoma and other institutions, and approximately 100 adults study Creek formally each year.","Oklahoma; Florida
Spoken by residents of the the former territory of the Muscogee (Creek) Nation and Seminole Nation in
east-central Oklahoma, and by members of Seminole Tribe of Florida, most of them living on the Brighton Reservation.",,,,,,Routledge,"Moseley, Christopher. 2007. Encyclopedia of the World's Endangered Languages, 1 edn. Abingdon: Routledge. ISBN 070071197X",An alphabet devised by missionaries in the 19th century is widely used.,"As of 2001, the youngest speaker in Oklahoma was 18, the youngest in Florida 44. Creek is routinely used among those in their 60s and above, and is also widely used at church services, for hymns, and for ceremonial speeches.",,,,
Muskogee,Muskogean,Muskogee,Creek; Northern Muskogean; Creek-Seminole; Maskoki Proper; Maskoke; Seminole;,Seminole; Creek,,Oklahoma; Florida,Atlas of the World's Languages,,,,,Routledge,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun and Mauricio Mixco. 2008. ""North America."" In Atlas of the World's Languages,  edited by Chris Moseley and Ron Asher. 7-41. Routledge.",,"Spoken by 4,000 to 6,000 residents of the the former territory of the Muscogee (Creek) Nation and Seminole Nation in east-central Oklahoma, and by fewer than 200 members of Seminole Tribe of Florida, most of them living on the Brighton Reservation. The dialect of Creek spoken by the Florida Seminoles is distinct. There
are also some differences between the dialects of the tribal groups in Oklahoma. As of 2001, the youngest speaker in Oklahoma was 18, the youngest in Florida 44. Creek is routinely used among those in their 60s and above, and is also widely used at church services, for hymns, and for ceremonial speeches.-- -- As of 2001, the youngest speaker in Oklahoma was 18, the youngest in Florida 44. Creek is routinely used among those in their 60s and above, and is also widely used at church services, for hymns, and for ceremonial speeches.",,,,
Muskogee,Muskogean,Muskogee,Creek; Northern Muskogean; Creek-Seminole; Maskoki Proper; Maskoke; Seminole;,Seminole; Creek,,Oklahoma; Florida,Atlas of the World’s Languages in Danger of Disappearing,,,,,UNESCO,"Christopher Rogers, Naomi Palosaari and Lyle Campbell. 2010. ""Endangered Languages of the United States."" In Atlas of the World’s Languages in Danger of Disappearing,  edited by Christopher Moseley. 108-130. UNESCO.",,,,,,
Muskogee,Muskogean,Muskogee,Creek; Northern Muskogean; Creek-Seminole; Maskoki Proper; Maskoke; Seminole;,Seminole; Creek,,,,,,,,Oxford University Press,"2005. ""The World Atlas of Language Structures.""  edited by Bernard Comrie et al. Oxford University Press.",,,,,,
Osage Nation,Siouan; Mississippi Valley Siouan; Dhegihan,Osage,,,,,,https://www.osageculture.com/language/dictionary,https://osagenation.s3.amazonaws.com/H/H.0.b.OsageCulturalGlossary.pdf,https://www.osagenation-nsn.gov/who-we-are/language-department,,,,,"The Osage language is endangered, with revitalization programs active",,,,
Osage,Siouan; Mississippi Valley Siouan; Dhegihan,Osage,Wazhazhe ie; ,,,North central Oklahoma.,"Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com,,,,SIL International,"Lewis, M. Paul, Gary F. Simons, and Charles D. Fennig (eds.). 2015. Ethnologue: Languages of the World, Eighteenth edition. Dallas, Texas: SIL International. Online version: http://www.ethnologue.com.",,"(Golla 2007.)
(Unchanged 2016.)",,,,
Osage,Siouan; Mississippi Valley Siouan; Dhegihan,Osage,Wazhazhe ie; ,,,Oklahoma,,http://www.unesco.org/culture/en/endangeredlanguages/atlas,,,,UNESCO Publishing,"Moseley, Christopher (ed.). 2010. Atlas of the World’s Languages in Danger, 3rd edn. http://www.unesco.org/culture/en/endangeredlanguages/atlas.  (03 June, 2011.)",,,,,,
Osage,Siouan; Mississippi Valley Siouan; Dhegihan,Osage,Wazhazhe ie; ,,,,,http://www.oralliterature.org,,,,,"""World Oral Literature Project.""  Online: http://www.oralliterature.org.",,,,,,
Osage,Siouan; Mississippi Valley Siouan; Dhegihan,Osage,Wazhazhe ie; ,,,"Northeastern corner of Oklahoma, around Pawhuska-- -- Oklahoma",Atlas of the World's Languages,,,,,Routledge,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun and Mauricio Mixco. 2008. ""North America."" In Atlas of the World's Languages,  edited by Chris Moseley and Ron Asher. 7-41. Routledge.",,,,,,
Osage,Siouan; Mississippi Valley Siouan; Dhegihan,Osage,Wazhazhe ie; ,,,Oklahoma,Atlas of the World’s Languages in Danger of Disappearing,,,,,UNESCO,"Christopher Rogers, Naomi Palosaari and Lyle Campbell. 2010. ""Endangered Languages of the United States."" In Atlas of the World’s Languages in Danger of Disappearing,  edited by Christopher Moseley. 108-130. UNESCO.",,,,,,
Osage,Siouan; Mississippi Valley Siouan; Dhegihan,Osage,Wazhazhe ie; ,,,,,,,,,Oxford University Press,"2005. ""The World Atlas of Language Structures.""  edited by Bernard Comrie et al. Oxford University Press.",,,,,,
Osage,Siouan; Mississippi Valley Siouan; Dhegihan,Osage,Wazhazhe ie; ,,,Oklahoma,,http://www.wikipedia.org/,,,,,Wikipedia: The free encyclopedia. http://www.wikipedia.org/. ,,"Extinct 2005, with the death of Lucille Roubedeaux.",,,,
Osage,Siouan; Mississippi Valley Siouan; Dhegihan,Osage,Wazhazhe ie; ,,,,,https://www.osagenation-nsn.gov/who-we-are/language-department,,,,,,,"""Due to the efforts of our previous tribal council and new Constitutional government, we are on the road to preservation and revitalization. In the fall of 2003, the council created the Osage Language Program and hired Mongrain Lookout as the director.

Their efforts have proven successful. We currently have five advanced student who have made tremendous progress toward fluency and approximately 300 currently enrolled in the tribal program classes.""-- -- ""We will continue to make an aggressive effort to revitalize the Osage language. Because of what we have experienced so far, we know that it can be done.""",,,,
Otoe–Missouria Tribe Of Indians,Siouan,Chiwere,,,,,,https://www.webonary.org/otoe-missouria/,https://iowayotoelang.nativeweb.org/index.htm,https://www.omtribe.org/wbw/jiwere-nutachi-language/,,,,,"The Chiwere language is critically endangered, with revitalization programs in place",,,,
Ottawa Tribe Of Oklahoma,Algic; Algonquian; Ojibwa-Potawatomi,Ottawa,,,,,,http://www.hello-oklahoma.com/ottawa.htm,https://www.ottawatribe.gov/language-resources,,,,,,"The Ottawa language is critically endangered, with preservation efforts underway",,,,
Ottawa,Algic; Algonquian; Ojibwa-Potawatomi,Ottawa,Odawa; Odaawaa; Eastern Ojibwa;,,"Commonly referred to as Odawa in Canada and as Ottawa in the US.
Ethnologue calls Ottawa a member of the Ojibwa ""macro-language.""","Canada
Islands, areas surrounding Lake Huron, from Manitoulin Island to southern Ontario north of Lake Erie. Walople Island Reserve. West of a north south line through base of Bruce Peninsula (Rhodes 1976).-- -- Ontario, Michigan:  Ontario: Islands, areas surrounding Lake Huron, from Manitoulin Island to southern Ontario north of Lake Erie. Walople Island Reserve. West of a north south line through base of Bruce Peninsula. Also in United States. Michigan: Lower Michigan, upper Michigan near Sault Ste. Marie.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com/,,,,SIL International,"Lewis, M. Paul (ed.). 2009. Ethnologue: Languages of the World, 16 edn. http://www.ethnologue.com/home.asp.  (15 February, 2011.)",,"7100 in Canada. Ethnic population: 60,000.-- -- Dying out in many areas. Still vigorous on Manitoulin Island. Mainly adults. Also use English [eng].",,,,
Ottawa,Algic; Algonquian; Ojibwa-Potawatomi,Ottawa,Odawa; Odaawaa; Eastern Ojibwa;,,"Commonly referred to as Odawa in Canada and as Ottawa in the US.
Ethnologue calls Ottawa a member of the Ojibwa ""macro-language.""",Canada,,http://www.unesco.org/culture/en/endangeredlanguages/atlas,,,,UNESCO Publishing,"Moseley, Christopher (ed.). 2010. Atlas of the World’s Languages in Danger, 3rd edn. http://www.unesco.org/culture/en/endangeredlanguages/atlas.  (03 June, 2011.)",,,,,,
Ottawa,Algic; Algonquian; Ojibwa-Potawatomi,Ottawa,Odawa; Odaawaa; Eastern Ojibwa;,,"Commonly referred to as Odawa in Canada and as Ottawa in the US.
Ethnologue calls Ottawa a member of the Ojibwa ""macro-language.""",Canada,Atlas of the World's Languages,,,,,Routledge,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun and Mauricio Mixco. 2008. ""North America."" In Atlas of the World's Languages,  edited by Chris Moseley and Ron Asher. 7-41. Routledge.",,"The most vigorous community of speakers today is at the Wikwemikong Reserve on Manitoulin Island, Ontario. There perhaps half of the population of over 3,000 has some fluency in the language. There are also several hundred speakers on Walpole Island and other reserves in Ontario, and in Michigan, where the largest community is on the Isabella Reservation.",,,,
Ottawa,Algic; Algonquian; Ojibwa-Potawatomi,Ottawa,Odawa; Odaawaa; Eastern Ojibwa;,,"Commonly referred to as Odawa in Canada and as Ottawa in the US.
Ethnologue calls Ottawa a member of the Ojibwa ""macro-language.""",Canada,Atlas of the World’s Languages in Danger of Disappearing,,,,,UNESCO,"Christopher Rogers, Naomi Palosaari and Lyle Campbell. 2010. ""Endangered Languages of the United States."" In Atlas of the World’s Languages in Danger of Disappearing,  edited by Christopher Moseley. 108-130. UNESCO.",,,,,,
Ottawa,Algic; Algonquian; Ojibwa-Potawatomi,Ottawa,Odawa; Odaawaa; Eastern Ojibwa;,,"Commonly referred to as Odawa in Canada and as Ottawa in the US.
Ethnologue calls Ottawa a member of the Ojibwa ""macro-language.""",Canada: Ontario: Lake Huron area islands; Manitoulin Island; Walople Island Reserve. West of a north south line through Bruce Peninsula (Rhodes 1976). US: Michigan: near Sault Sainte Marie; elsewhere.,"Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com,,,,SIL International,"Lewis, M. Paul, Gary F. Simons, and Charles D. Fennig (eds.). 2016. Ethnologue: Languages of the World, Nineteenth edition (2016). Dallas, Texas: SIL International. Online version: http://www.ethnologue.com.",,"Ethnologue cites Ojibwa figures together with Ottawa counts, making it difficult to see what is meant to refer only to Ottawa. 
Canada: 7100 (1996 First Nations Language of Origin Map). Nishnaabemwin is an emergent language, fusion of Ottawa and Eastern Ojibwa [ojg], having a couple thousand speakers (Golla 2007). Ethnic population: 60,000. Total users in all countries: 12,500.
US: 330 Ottawa (1990 census). 5400 in United States (1990 census). 330 Ottawa, 5,070 Ojibwa. Ethnic population: 8,910 (2000 census). 560 Ottawa, 8,350 Ojibwa.-- -- Dying out in many areas. Still vigorous on Manitoulin Island. Mainly adults. ",,,,
Pawnee Nation Of Oklahoma,Caddoan,Pawnee,,,,,,https://indiancountrybooks.com/shop/a-dictionary-of-skiri-pawnee/,https://www.native-languages.org/pawnee.htm,,,,,,,,,,
Pawnee,Caddoan,Pawnee,Grand Pawnee; Republican Pawnee;,Skiri; South Band,,"Oklahoma
North central Oklahoma.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com/,,,,SIL International,"Lewis, M. Paul (ed.). 2009. Ethnologue: Languages of the World, 16 edn. http://www.ethnologue.com/home.asp.  (15 February, 2011.)",,"Data for the number of native speakers comes from J. Parks (1997).  A few years earlier the ethnic population was 2,500 (J. Parks 1997).  Data for the ethnic population is from the 2000 census.
10 (Golla 2007) [2016].)",,,,
Pawnee,Caddoan,Pawnee,Grand Pawnee; Republican Pawnee;,Skiri; South Band,,Oklahoma,,http://www.unesco.org/culture/en/endangeredlanguages/atlas,,,,UNESCO Publishing,"Moseley, Christopher (ed.). 2010. Atlas of the World’s Languages in Danger, 3rd edn. http://www.unesco.org/culture/en/endangeredlanguages/atlas.  (03 June, 2011.)",,,,,,
Pawnee,Caddoan,Pawnee,Grand Pawnee; Republican Pawnee,Skiri; South Band,,,,http://www.oralliterature.org,,,,,"""World Oral Literature Project.""  Online: http://www.oralliterature.org.",,,,,,
Pawnee,Caddoan,Pawnee,Grand Pawnee; Republican Pawnee,Skiri; South Band,,Oklahoma,Encyclopedia of the World's Endangered Languages,,,,,London & New York: Routledge,"Golla, Victor. 2007. ""North America."" In Encyclopedia of the World's Endangered Languages,  edited by C. Moseley. 1-96. London & New York: Routledge.",,,,,,
Pawnee,Caddoan,Pawnee,Grand Pawnee; Republican Pawnee,Skiri; South Band,,"Oklahoma
Pawnee County in north-central Oklahoma",Atlas of the World's Languages,,,,,Routledge,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun and Mauricio Mixco. 2008. ""North America."" In Atlas of the World's Languages,  edited by Chris Moseley and Ron Asher. 7-41. Routledge.",,"There are fewer than 10 speakers, all elderly and most speaking the South Band dialect, in a total tribal population of about 2,500.",,,,
Pawnee,Caddoan,Pawnee,Grand Pawnee; Republican Pawnee,Skiri; South Band,,Oklahoma,Atlas of the World’s Languages in Danger of Disappearing,,,,,UNESCO,"Christopher Rogers, Naomi Palosaari and Lyle Campbell. 2010. ""Endangered Languages of the United States."" In Atlas of the World’s Languages in Danger of Disappearing,  edited by Christopher Moseley. 108-130. UNESCO.",,,,,,
Pawnee,Caddoan,Pawnee,Grand Pawnee; Republican Pawnee,Skiri; South Band,,,,,,,,Oxford University Press,"2005. ""The World Atlas of Language Structures.""  edited by Bernard Comrie et al. Oxford University Press.",,,,,,
Pawnee,Caddoan,Pawnee,Grand Pawnee; Republican Pawnee,Skiri; South Band,,,A dictionary of Skiri Pawnee,,,,,University of Nebraska Press,"Parks, Douglas Richard and Lula Nora Pratt. 2008. A dictionary of Skiri Pawnee. Lincoln: University of Nebraska Press.",,"Today no fluent speakers of either Pawnne dialect remain, although there are still individuals who know some of their heritage language.",,,,
Peoria Tribe Of Indians Of Oklahoma,Algonquian,Miami-Illinois,,,,,,https://peoriatribe.com/plc/,https://miamioh.edu/centers-institutes/myaamia-center/research/publications/miami-peoria-dictionary.html,,,,,,"The language is no longer fluently spoken, but cultural and language preservation initiatives are active.",,,,
Ponca Tribe Of Indians Of Oklahoma,Siouan,Ponca,,,,,,http://omahalanguage.unl.edu/dictionary/,http://www.hello-oklahoma.com/ponca.htm,,,,,,"The Ponca language is critically endangered, with efforts to preserve and teach the language ongoing.",,,,
Citizen Potawatomi Nation,Algic; Algonquian; Ojibwa-Potawatomi,Potawatomi,,,,,,https://www.languagegeek.com/algon/bodewadminwen/bodewadminwen.html,http://www.potawatomi.org/news/top-stories/1152-by-justin-neely-director-cpn-language-department,,,,,,"The Pawnee language is critically endangered, with active revitalization initiatives.",,,,
Potawatomi,Algic; Algonquian; Ojibwa-Potawatomi,Potawatomi,Pottawotomi; Bodéwadmi; Bodewadmi,,,,Encyclopedia of the World's Endangered Languages,,,,,London & New York: Routledge,"Golla, Victor. 2007. ""North America."" In Encyclopedia of the World's Endangered Languages,  edited by C. Moseley. 1-96. London & New York: Routledge.",,,,,,
Potawatomi,Algic; Algonquian; Ojibwa-Potawatomi,Potawatomi,Pottawotomi; Bodéwadmi; Bodewadmi,,,"In several widely separated communities in the US and Canada,  including the Hannahville Indian Community (Upper Peninsula of Michigan), the Pokagon and Huron Bands (southern Michigan), the Forest County Band (northern Wisconsin), the Prairie Band (eastern Kansas), and the Citizen Potawatomi Nation of Oklahoma. A few Potawatomi speakers also live among the Eastern Ojibwe in Ontario, particularly at the Walpole
Island Reserve. The largest speech communities are in the Forest County and Prairie Bands.",Atlas of the World's Languages,,,,,Routledge,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun and Mauricio Mixco. 2008. ""North America."" In Atlas of the World's Languages,  edited by Chris Moseley and Ron Asher. 7-41. Routledge.",,"Potawatomi has about 50 first-language speakers in several widely separated communities in the US and Canada. These include the Hannahville Indian Community (Upper Peninsula of Michigan), the
Pokagon and Huron Bands (southern Michigan), the Forest County Band (northern Wisconsin), the Prairie Band (eastern Kansas), and the Citizen Potawatomi Nation of Oklahoma. A few Potawatomi speakers also live among the Eastern Ojibwe in Ontario, particularly at the Walpole
Island Reserve. The largest speech communities are in the Forest County and Prairie Bands, each
with about 20 speakers, several conservatively fluent.",,,,
Potawatomi,Algic; Algonquian; Ojibwa-Potawatomi,Potawatomi,Pottawotomi; Bodéwadmi; Bodewadmi,,,,Atlas of the World’s Languages in Danger of Disappearing,,,,,UNESCO,"Christopher Rogers, Naomi Palosaari and Lyle Campbell. 2010. ""Endangered Languages of the United States."" In Atlas of the World’s Languages in Danger of Disappearing,  edited by Christopher Moseley. 108-130. UNESCO.",,,,,,
Potawatomi,Algic; Algonquian; Ojibwa-Potawatomi,Potawatomi,Pottawotomi; Bodéwadmi; Bodewadmi,,,,,,,,,Oxford University Press,"2005. ""The World Atlas of Language Structures.""  edited by Bernard Comrie et al. Oxford University Press.",,,,,,
Potawatomi,Algic; Algonquian; Ojibwa-Potawatomi,Potawatomi,Pottawotomi; Bodéwadmi; Bodewadmi,,,,,http://www.languagegeek.com/algon/bodewadminwen/bodewadminwen.html,,,,,"Chris Harvey. 2011. ""Bodéwadminwen/Nishnabémwen Potawatomi.""  Online: http://www.languagegeek.com/algon/bodewadminwen/bodewadminwen.html.","The Potawatomi word for Potawatomi is Bodéwadmi in the WNALP system, or Bodewadmi in the Traditional system (Jones 2012).",,,,,
Potawatomi,Algic; Algonquian; Ojibwa-Potawatomi,Potawatomi,Pottawotomi; Bodéwadmi; Bodewadmi,,,,,http://www.potawatomi.org/news/top-stories/1152-by-justin-neely-director-cpn-language-department,,,Citizen Potawatomi Nation,,,,,,,,
Quapaw Nation,Siouan; Mississippi Valley Siouan; Dhegihan,Quapaw,,,,,,http://www.quapawtribalancestry.com/quapawdictionary/n.htm,https://www.quapawtribe.com/758/Quapaw-Language,http://www.quapawtribalancestry.com/quapawlanguage/,,,,,"The Quapaw language is critically endangered, with ongoing documentation efforts.",,,,
Quapaw,Siouan; Mississippi Valley Siouan; Dhegihan,Quapaw,Arkansas; Arkans; Alkansea; Capa; Ogaxpa; Kwapa; Kwapaw;,,"""Shifting to English [eng].""","""Northeast corner of Oklahoma.""","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com,,,,SIL International,"Lewis, M. Paul, Gary F. Simons, and Charles D. Fennig (eds.). 2015. Ethnologue: Languages of the World, Eighteenth edition. Dallas, Texas: SIL International. Online version: http://www.ethnologue.com.",,(Unchanged 2016.),,,,
Quapaw,Siouan; Mississippi Valley Siouan; Dhegihan,Quapaw,Arkansas; Arkans; Alkansea; Capa; Ogaxpa; Kwapa; Kwapaw;,,,,,http://www.oralliterature.org,,,,,"""World Oral Literature Project.""  Online: http://www.oralliterature.org.",,,,,,
Quapaw,Siouan; Mississippi Valley Siouan; Dhegihan,Quapaw,Arkansas; Arkans; Alkansea; Capa; Ogaxpa; Kwapa; Kwapaw;,,,,Atlas of the World's Languages,,,,,Routledge,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun and Mauricio Mixco. 2008. ""North America."" In Atlas of the World's Languages,  edited by Chris Moseley and Ron Asher. 7-41. Routledge.",,,,,,
Quapaw,Siouan; Mississippi Valley Siouan; Dhegihan,Quapaw,Arkansas; Arkans; Alkansea; Capa; Ogaxpa; Kwapa; Kwapaw;,,,,,http://www.unesco.org/culture/en/endangeredlanguages/atlas,,,,UNESCO Publishing,"Moseley, Christopher (ed.). 2010. Atlas of the World’s Languages in Danger, 3rd edn. http://www.unesco.org/culture/en/endangeredlanguages/atlas.  (03 June, 2011.)",,,,,,
Quapaw,Siouan; Mississippi Valley Siouan; Dhegihan,Quapaw,Arkansas; Arkans; Alkansea; Capa; Ogaxpa; Kwapa; Kwapaw;,,,,,https://www.quapawtribe.com/index.aspx?nid=89,,,,,,,"""The Quapaw Language has been passed down from our elders; and is taught in language classes at the Tribal Museum lead by Ardina Moore.""",,,,
Sac And Fox Nation,Algic; Algonquian; Fox,Sauk-Fox,,,,,,https://www.quapawtribe.com/index.aspx?nid=89,https://www.sacandfoxnation-nsn.gov/wp-content/uploads/2021/04/Copy-of-A-Concise-Dictionary-Sauk.pdf,,,,,,"The Sauk language is critically endangered, with revitalization programs in place.",,,,
Sauk-Fox,Algic; Algonquian; Fox,Sauk-Fox,Fox; Mesquakie; Meskwakie;  Meskwaki; Sac and Fox;,,,"Tama, Iowa. Mesquakie dialect: eastern Kansas-Nebraska border and central Oklahoma; Sac and Fox dialects: Sac and Fox Reservation.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com/,,,,SIL International,"Lewis, M. Paul (ed.). 2009. Ethnologue: Languages of the World, 16 edn. http://www.ethnologue.com/home.asp.  (15 February, 2011.)",,"""A handful of Sauk speakers (2000 I. Goddard).""  Data for the number of native speakers comes from I. Goddard (2001).  Data for the ethnic population is from the 2000 census.

200 (2001 I. Goddard). 200 Mesquakie in Iowa, more than 50 Sac and Fox in central Oklahoma, a few Nemaha Sauks on the Kansas-Nebraska border (Golla 2007). Ethnic population: 760 Fox (2013).-- -- Shifting to English [eng]. Mostly older adults.",,,,
Sauk-Fox,Algic; Algonquian; Fox,Sauk-Fox,Fox; Mesquakie; Meskwakie;  Meskwaki; Sac and Fox;,,,Kansas; Nebraska; Oklahoma,,http://www.unesco.org/culture/en/endangeredlanguages/atlas,,,,UNESCO Publishing,"Moseley, Christopher (ed.). 2010. Atlas of the World’s Languages in Danger, 3rd edn. http://www.unesco.org/culture/en/endangeredlanguages/atlas.  (03 June, 2011.)",,,,,,
Sauk-Fox,Algic; Algonquian; Fox,Sauk-Fox,Fox; Mesquakie; Meskwakie;  Meskwaki; Sac and Fox;,,,,,http://www.oralliterature.org,,,,,"""World Oral Literature Project.""  Online: http://www.oralliterature.org.",,,,,,
Sauk-Fox,Algic; Algonquian; Fox,Sauk-Fox,Fox; Mesquakie; Meskwakie;  Meskwaki; Sac and Fox;,,,Kansas; Nebraska; Oklahoma,Encyclopedia of the World's Endangered Languages,,,,,London & New York: Routledge,"Golla, Victor. 2007. ""North America."" In Encyclopedia of the World's Endangered Languages,  edited by C. Moseley. 1-96. London & New York: Routledge.",,"The number 1,100 reflects a combination of speakers of both Sauk-Fox and Kickapoo as the two are mutually intelligible.  So although the two areas are distinct and separate, according to the definition used here if two spoken systems are mutually intelligible, they are considered the same language.",,,,
Sauk-Fox,Algic; Algonquian; Fox,Sauk-Fox,Fox; Mesquakie; Meskwakie;  Meskwaki; Sac and Fox;,,,Kansas; Nebraska; Oklahoma,Atlas of the World's Languages,,,,,Routledge,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun and Mauricio Mixco. 2008. ""North America."" In Atlas of the World's Languages,  edited by Chris Moseley and Ron Asher. 7-41. Routledge.",,"Sauk-Fox (Meskwaki), spoken by about 200 members of the Meskwaki Tribe in Iowa. It was the heritage language also of the historically separate Sauk tribe, whose descendants today are the Sac and Fox Tribe of central Oklahoma and the Nemaha Sauks on the Kansas-Nebraska border. The Meskwaki variety is also called “Fox”; it differs from Sauk in minor details of pronunciation, grammar, and vocabulary, but the variation within Meskwaki alone is almost as great. Kickapoo was originally part of the same dialect complex, but for historical and social reasons it is treated as a separate language.",,,,
Sauk-Fox,Algic; Algonquian; Fox,Sauk-Fox,Fox; Mesquakie; Meskwakie;  Meskwaki; Sac and Fox;,,,,Atlas of the World’s Languages in Danger of Disappearing,,,,,UNESCO,"Christopher Rogers, Naomi Palosaari and Lyle Campbell. 2010. ""Endangered Languages of the United States."" In Atlas of the World’s Languages in Danger of Disappearing,  edited by Christopher Moseley. 108-130. UNESCO.",,,,,,
Sauk-Fox,Algic; Algonquian; Fox,Sauk-Fox,Fox; Mesquakie; Meskwakie;  Meskwaki; Sac and Fox;,,,Kansas; Nebraska; Oklahoma,,,,,,Oxford University Press,"2005. ""The World Atlas of Language Structures.""  edited by Bernard Comrie et al. Oxford University Press.",,,,,,
Sauk-Fox,Algic; Algonquian; Fox,Sauk-Fox,Fox; Mesquakie; Meskwakie;  Meskwaki; Sac and Fox;,,,"Iowa; Oklahoma
Iowa: Tama. Kansas and Nebraska: eastern border area (Mesquakie dialect): Oklahoma: central (Mesquakie dialect); Fox and Sac Reservation (Fox and Sac dialects).","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com,,,,SIL International,"Lewis, M. Paul, Gary F. Simons, and Charles D. Fennig (eds.). 2016. Ethnologue: Languages of the World, Nineteenth edition (2016). Dallas, Texas: SIL International. Online version: http://www.ethnologue.com.",,"200 (2001 I. Goddard). 200 Mesquakie in Iowa, more than 50 Sac and Fox in central Oklahoma, a few Nemaha Sauks on the Kansas-Nebraska border (Golla 2007). Ethnic population: 760 Fox.-- -- Mostly older adults.",,,,
Seminole Nation Of Oklahoma,Muskogean,Mikasuki and Creek,,,,,,https://www.sacandfoxnation-nsn.gov/departments/language/,,,,,,,Mikasuki is no longer spoken in Oklahoma; Creek is endangered but still used by some members.,,,,
Seneca–Cayuga Nation,Iroquoian,Seneca and Cayuga,,,,,,https://senecalanguage.com/wp-content/uploads/2014/04/SENECA-DICTIONARY-FINAL.pdf,https://www.ohwejagehka.com/cayuga/,,,,,,"Both languages are critically endangered, with revitalization efforts underway.",,,,
Shawnee Tribe,Algic; Algonquian,Shawnee,,,,,,https://www.astribe.com/lexicon,https://www.native-languages.org/shawnee.htm,,,,,,"he Shawnee language is endangered, with fewer than 100 speakers remaining.",,,,
Absentee Shawnee Tribe Of Indians,Algic; Algonquian,Shawnee,,,,,,"https://www.astribe.com/language#:~:text=Shawnee%20comes%20from%20the%20Algonquian,and%20Fox%20having%20similar%20words.",,,,,,,"The Shawnee language is endangered, with ongoing revitalization efforts.",,,,
Eastern Shawnee Tribe Of Oklahoma,Algic; Algonquian,Shawnee,,,,,,https://www.astribe.com/lexicon,https://www.native-languages.org/shawnee.htm,,,,,,The Shawnee language is endangered but still spoken by some community,,,,
Shawnee,Algic; Algonquian,Shawnee,,,,"Oklahoma
Central and northeast Oklahoma.","Ethnologue: Languages of the World, 16th Edition (2009)",http://www.ethnologue.com/,,,,SIL International,"Lewis, M. Paul (ed.). 2009. Ethnologue: Languages of the World, 16 edn. http://www.ethnologue.com/home.asp.  (15 February, 2011.)",,"Data for the number of native speakers comes from B. Pearson (2002).  Data for the ethnic population is from the 2000 census.
(Unchanged 2016.)-- -- The number of speakers is decreasing.

Shifting to English [eng]. Older adults.",,,,
Shawnee,Algic; Algonquian,Shawnee,,,,Oklahoma,,http://www.unesco.org/culture/en/endangeredlanguages/atlas,,,,UNESCO Publishing,"Moseley, Christopher (ed.). 2010. Atlas of the World’s Languages in Danger, 3rd edn. http://www.unesco.org/culture/en/endangeredlanguages/atlas.  (03 June, 2011.)",,,,,,
Shawnee,Algic; Algonquian,Shawnee,,,,,,http://www.oralliterature.org,,,,,"""World Oral Literature Project.""  Online: http://www.oralliterature.org.",,,,,,
